site_id,latitude,longitude,description,feature_name,comid,country,origin_study_code,data_source,nearest_eq_distance_km,nearest_eq_id,nearest_eq_magnitude,nearest_eq_depth_km,nearest_eq_depth_category,nearest_eq_year,nearest_eq_place,proximity_category
S19S_0006,39.311369,-76.717163,stream,Dead Run,11689186.0,United States,S19S,PNNL_River_Sampling,188.45,se609212,5.8,6.0,Shallow,2011.0,"11 km SSW of Mineral, Virginia",Moderate (100-500 km)
S19S_0007,37.05255,-119.195598,stream,Providence Creek / KREW's P304 creek,-9999.0,United States,S19S,PNNL_River_Sampling,59.23,nc1053105,5.7,2.063,Shallow,1980.0,"14 km WSW of Aspen Springs, California",Very Close (<100 km)
S19S_0008,36.961112,-119.027785,stream,Teakettle T003 stream,22050323.0,United States,S19S,PNNL_River_Sampling,63.42,nc1053177,6.2,13.795,Shallow,1980.0,"9 km SW of Aspen Springs, California",Very Close (<100 km)
S19S_0009,42.9877,-108.3983,stream,Little Wind River,12890609.0,United States,S19S,PNNL_River_Sampling,66.32,usp00028rr,5.0,5.0,Shallow,1984.0,"10 km W of Atlantic City, Wyoming",Very Close (<100 km)
S19S_0010,31.667875,-81.840062,stream,Altamaha,14347322.0,United States,S19S,PNNL_River_Sampling,538.94,se60324281,5.1,4.14,Shallow,2020.0,"4 km SE of Sparta, North Carolina",Distant (>500 km)
S19S_0011,33.955686,-83.437674,stream,Middle Oconee,1049671.0,United States,S19S,PNNL_River_Sampling,352.19,se60324281,5.1,4.14,Shallow,2020.0,"4 km SE of Sparta, North Carolina",Moderate (100-500 km)
S19S_0012,42.47179,-72.33027,stream,Hop Brook,7690025.0,United States,S19S,PNNL_River_Sampling,174.08,ushis1343,5.26,10.0,Shallow,1940.0,"8 km W of Tamworth, New Hampshire",Moderate (100-500 km)
S19S_0013,38.8952,-78.1476,stream,Posey Creek,-9999.0,United States,S19S,PNNL_River_Sampling,111.12,se609212,5.8,6.0,Shallow,2011.0,"11 km SSW of Mineral, Virginia",Moderate (100-500 km)
S19S_0014,39.0941,-77.9808,stream,Lewis Run,8444872.0,United States,S19S,PNNL_River_Sampling,131.76,se609212,5.8,6.0,Shallow,2011.0,"11 km SSW of Mineral, Virginia",Moderate (100-500 km)
S19S_0015,31.184396,-84.439009,stream,Flint River,3424530.0,United States,S19S,PNNL_River_Sampling,580.74,usp000esv9,5.9,14.0,Shallow,2006.0,Gulf of America,Distant (>500 km)
S19S_0016,39.10445,-96.6025,stream,King's Creek,18841314.0,United States,S19S,PNNL_River_Sampling,299.31,us10006jxs,5.8,5.557,Shallow,2016.0,"14 km NW of Pawnee, Oklahoma",Moderate (100-500 km)
S19S_0017,38.94668,-96.44355,stream,McDiffett Creek,3649284.0,United States,S19S,PNNL_River_Sampling,283.62,us10006jxs,5.8,5.557,Shallow,2016.0,"14 km NW of Pawnee, Oklahoma",Moderate (100-500 km)
S19S_0018,35.6922935,-83.504941,stream,LeConte Creek,22144520.0,United States,S19S,PNNL_River_Sampling,234.07,se60324281,5.1,4.14,Shallow,2020.0,"4 km SE of Sparta, North Carolina",Moderate (100-500 km)
S19S_0019,35.9563807,-84.278999,stream,Walker Branch,22125024.0,United States,S19S,PNNL_River_Sampling,248.31,se60079,5.2,8.0,Shallow,1980.0,"3 km SSE of Sharpsburg, Kentucky",Moderate (100-500 km)
S19S_0020,31.85294,-88.15755,stream,Tombigbee River,18548456.0,United States,S19S,PNNL_River_Sampling,489.35,usp000e9v9,5.3,5.0,Shallow,2006.0,"157 km S of Grand Isle, Louisiana",Moderate (100-500 km)
S19S_0021,32.54069,-87.79835,stream,Black Warrior,18211220.0,United States,S19S,PNNL_River_Sampling,572.95,usp000e9v9,5.3,5.0,Shallow,2006.0,"157 km S of Grand Isle, Louisiana",Distant (>500 km)
S19S_0022,32.96161,-87.40811,stream,Mayfield Creek,18208464.0,United States,S19S,PNNL_River_Sampling,559.97,iscgem814965,5.26,15.7,Shallow,1968.0,"5 km SSW of Norris City, Illinois",Distant (>500 km)
S19S_0023,39.75841,-102.44896,stream,Arikaree River,11722717.0,United States,S19S,PNNL_River_Sampling,190.1,iscgem832092,5.47,10.0,Shallow,1967.0,"7 km SE of Lochbuie, Colorado",Moderate (100-500 km)
S19S_0024,34.44205,-96.6227,stream,Blue River,698676.0,United States,S19S,PNNL_River_Sampling,122.13,ok2024cish,5.06,3.0,Shallow,2024.0,"8 km NW of Prague, Oklahoma",Moderate (100-500 km)
S19S_0025,33.37853,-97.78275,stream,Pringle Creek,1306285.0,United States,S19S,PNNL_River_Sampling,257.27,ok2024cish,5.06,3.0,Shallow,2024.0,"8 km NW of Prague, Oklahoma",Moderate (100-500 km)
S19S_0026,40.03489,-105.54327,stream,Como Creek,2889452.0,United States,S19S,PNNL_River_Sampling,59.44,ushis2979,5.2,5.0,Shallow,1967.0,"4 km NE of Derby, Colorado",Very Close (<100 km)
S19S_0027,39.89064,-105.91125,stream,West St. Louis Creek,1239639.0,United States,S19S,PNNL_River_Sampling,88.03,ushis2979,5.2,5.0,Shallow,1967.0,"4 km NE of Derby, Colorado",Very Close (<100 km)
S19S_0028,33.750675,-111.507871,stream,Sycamore Creek,20440650.0,United States,S19S,PNNL_River_Sampling,118.08,usp000dhc3,5.1,5.0,Shallow,2005.0,"40 km SSW of Winslow West, Arizona",Moderate (100-500 km)
S19S_0029,40.78319,-111.80126,stream,Red Butte Creek,10389356.0,United States,S19S,PNNL_River_Sampling,23.61,uu60363602,5.7,11.9,Shallow,2020.0,"5 km NNE of Magna, Utah",Very Close (<100 km)
S19S_0030,45.792348,-121.929131,stream,Martha Creek,24505800.0,United States,S19S,PNNL_River_Sampling,29.67,ushis2517,5.1,7.0,Shallow,1961.0,"28 km ENE of Amboy, Washington",Very Close (<100 km)
S19S_0031,44.2602628,-122.1650676,stream,McRae Creek,23773423.0,United States,S19S,PNNL_River_Sampling,92.97,uw10306313,5.6,19.608,Shallow,1993.0,"4 km E of Scotts Mills, Oregon",Very Close (<100 km)
S19S_0032,39.95545,-119.02313,stream,Teakettle 2 Creek,11323962.0,United States,S19S,PNNL_River_Sampling,50.19,iscgem891016,5.8,15.0,Shallow,1954.0,"40 km S of Lovelock, Nevada",Very Close (<100 km)
S19S_0033,37.0576,-119.2554,stream,Big Creek,22048111.0,United States,S19S,PNNL_River_Sampling,61.46,nc1053105,5.7,2.063,Shallow,1980.0,"14 km WSW of Aspen Springs, California",Very Close (<100 km)
S19S_0034,35.8677,-106.5233,stream,La Jara,17827558.0,United States,S19S,PNNL_River_Sampling,128.49,iscgem851116,5.13,10.0,Shallow,1966.0,"4 km NNW of Lumberton, New Mexico",Moderate (100-500 km)
S19S_0035,32.42735,-110.757838,stream,Marshall Gulch,-9999.0,United States,S19S,PNNL_River_Sampling,150.06,usc000rnfe,5.3,6.44,Shallow,2014.0,"13 km SW of Franklin, Arizona",Moderate (100-500 km)
S19S_0036,46.372515,-119.271902,stream,Columbia,24415028.0,United States,S19S,PNNL_River_Sampling,75.17,iscgem903747,5.99,10.0,Shallow,1936.0,"3 km SW of Garrett, Washington",Very Close (<100 km)
S19S_0037,39.8577967,-75.7830393,stream,White Clay Creek,4650944.0,United States,S19S,PNNL_River_Sampling,285.75,se609212,5.8,6.0,Shallow,2011.0,"11 km SSW of Mineral, Virginia",Moderate (100-500 km)
S19S_0038,39.8594333,-75.7839486,stream,White Clay Creek,4650944.0,United States,S19S,PNNL_River_Sampling,285.83,se609212,5.8,6.0,Shallow,2011.0,"11 km SSW of Mineral, Virginia",Moderate (100-500 km)
S19S_0039,35.966194,-84.359197,stream,East Fork Poplar Creek,22125640.0,United States,S19S,PNNL_River_Sampling,248.27,se60079,5.2,8.0,Shallow,1980.0,"3 km SSE of Sharpsburg, Kentucky",Moderate (100-500 km)
S19S_0040,39.087889,-96.584725,stream,Kings Creek (N04D),18841358.0,United States,S19S,PNNL_River_Sampling,297.63,us10006jxs,5.8,5.557,Shallow,2016.0,"14 km NW of Pawnee, Oklahoma",Moderate (100-500 km)
S19S_0041,44.299994,-120.858196,stream,Crooked River,23713956.0,United States,S19S,PNNL_River_Sampling,160.61,uw10306313,5.6,19.608,Shallow,1993.0,"4 km E of Scotts Mills, Oregon",Moderate (100-500 km)
S19S_0042,25.40976,-80.96434,stream,Shark River Slough,90060.0,United States,S19S,PNNL_River_Sampling,248.89,usc000lzju,5.0,10.0,Shallow,2014.0,"26 km NNW of Corralillo, Cuba",Moderate (100-500 km)
S19S_0043,43.14501,-89.472992,stream,Dorn Creek,13294176.0,United States,S19S,PNNL_River_Sampling,509.45,nm603116,5.2,4.6,Shallow,1987.0,"2 km ESE of Claremont, Illinois",Distant (>500 km)
S19S_0044,33.131027,-79.811134,stream,Huger Creek,9643259.0,United States,S19S,PNNL_River_Sampling,389.56,se60324281,5.1,4.14,Shallow,2020.0,"4 km SE of Sparta, North Carolina",Moderate (100-500 km)
S19S_0045,52.475193,13.631299,stream,Erpe River sidechannel,-9999.0,Germany,S19S,PNNL_River_Sampling,186.89,usp0001xcb,5.8,10.0,Shallow,1983.0,"7 km WSW of G?ogów, Poland",Moderate (100-500 km)
S19S_0046,61.67559,7.21246,stream,Nigardsbreen River,-9999.0,Norway,S19S,PNNL_River_Sampling,145.46,usp0003r56,5.2,32.7,Shallow,1989.0,"32 km W of Måløy, Norway",Moderate (100-500 km)
S19S_0047,68.64278,-149.40333,stream,Kuparuk River,-9999.0,United States,S19S,PNNL_River_Sampling,55.32,ak003apq3l1r,5.4,20.7,Shallow,2003.0,"119 km WNW of Arctic Village, Alaska",Very Close (<100 km)
S19S_0048,18.10996,-66.98618,stream,Rio Cupeyes,-9999.0,United States,S19S,PNNL_River_Sampling,20.87,pr2020025008,5.0,13.0,Shallow,2020.0,"1 km N of Indios, Puerto Rico",Very Close (<100 km)
S19S_0049,18.17443,-66.80038,stream,Rio Guilarte,-9999.0,United States,S19S,PNNL_River_Sampling,17.11,pr2020007010,5.6,9.0,Shallow,2020.0,"0 km NW of Magas Arriba, Puerto Rico",Very Close (<100 km)
S19S_0050,68.66953,-149.14198,stream,Oksrukuyik Creek,-9999.0,United States,S19S,PNNL_River_Sampling,44.59,ak003apq3l1r,5.4,20.7,Shallow,2003.0,"119 km WNW of Arctic Village, Alaska",Very Close (<100 km)
S19S_0051,65.1531,-147.50267,stream,Caribou Creek,-9999.0,United States,S19S,PNNL_River_Sampling,26.83,iscgem792873,5.28,19.6,Shallow,1970.0,"6 km NW of Farmers Loop, Alaska",Very Close (<100 km)
S19S_0052,42.13187,-74.69563,stream,Platte Kill,1748723.0,United States,S19S,PNNL_River_Sampling,203.96,usp0001yuv,5.1,12.5,Shallow,1983.0,"8 km WSW of Newcomb, New York",Moderate (100-500 km)
S19S_0053,41.869567,-73.00222222,stream,Farmington,6109169.0,United States,S19S,PNNL_River_Sampling,251.71,usp0001yuv,5.1,12.5,Shallow,1983.0,"8 km WSW of Newcomb, New York",Moderate (100-500 km)
S19S_0054,37.57261,-77.0237,stream,Pamunkey River,8508050.0,United States,S19S,PNNL_River_Sampling,88.57,se609212,5.8,6.0,Shallow,2011.0,"11 km SSW of Mineral, Virginia",Very Close (<100 km)
S19S_0055,46.732428,-117.180863,stream,South Fork Polouse,23459937.0,United States,S19S,PNNL_River_Sampling,123.49,iscgem903747,5.99,10.0,Shallow,1936.0,"3 km SW of Garrett, Washington",Moderate (100-500 km)
S19S_0056,35.1632,128.9646,stream,Nakdong,-9999.0,South Korea,S19S,PNNL_River_Sampling,72.35,us10006p1f,5.4,13.0,Shallow,2016.0,"6km S of Gyeongju, South Korea",Very Close (<100 km)
S19S_0057,33.337475,-81.718207,stream,Tims Branch,22722273.0,United States,S19S,PNNL_River_Sampling,353.52,se60324281,5.1,4.14,Shallow,2020.0,"4 km SE of Sparta, North Carolina",Moderate (100-500 km)
S19S_0058,32.89919667,35.6136003,stream,Jordan River,-9999.0,Israel,S19S,PNNL_River_Sampling,51.72,usp00026p8,5.3,24.3,Shallow,1984.0,"1 km SSW of Rekhasim, Israel",Very Close (<100 km)
S19S_0059,48.16874998,-117.3915976,stream,Heel Creek tributary,23027050.0,United States,S19S,PNNL_River_Sampling,250.33,iscgem903747,5.99,10.0,Shallow,1936.0,"3 km SW of Garrett, Washington",Moderate (100-500 km)
S19S_0060,46.2531882,-119.4768203,stream,Yakima River,947030106.0,United States,S19S,PNNL_River_Sampling,84.42,iscgem903747,5.99,10.0,Shallow,1936.0,"3 km SW of Garrett, Washington",Very Close (<100 km)
S19S_0061,43.1095,-89.6407,stream,Black Earth Creek,13633173.0,United States,S19S,PNNL_River_Sampling,509.38,nm603116,5.2,4.6,Shallow,1987.0,"2 km ESE of Claremont, Illinois",Distant (>500 km)
S19S_0062,38.544583,-106.950417,stream,Gunnison River,3252637.0,United States,S19S,PNNL_River_Sampling,62.78,ushis2466,5.5,49.0,Shallow,1960.0,"15 km E of Colona, Colorado",Very Close (<100 km)
S19S_0063,30.250335,-97.709399,stream,Lower Colorado,5781919.0,United States,S19S,PNNL_River_Sampling,395.48,tx2024ophu,5.1,3.2959,Shallow,2024.0,"17 km NNE of Hermleigh, Texas",Moderate (100-500 km)
S19S_0064,40.61043,-78.00803,stream,Shavers Creek,4682628.0,United States,S19S,PNNL_River_Sampling,288.32,usp0002qkz,5.0,10.0,Shallow,1986.0,"4 km NNW of Chardon, Ohio",Moderate (100-500 km)
S19S_0065,38.509458,-122.888357,stream,Russian River,8272693.0,United States,S19S,PNNL_River_Sampling,22.75,iscgem803001,5.26,15.0,Shallow,1969.0,"3 km E of Bloomfield, California",Very Close (<100 km)
S19S_0066,35.19845,-106.643178,stream,Rio Grande,17819084.0,United States,S19S,PNNL_River_Sampling,169.59,usp0000e9z,5.0,25.0,Shallow,1976.0,"25 km NW of Crownpoint, New Mexico",Moderate (100-500 km)
S19S_0067,42.3921,-85.35412,stream,Augusta Creek,3473077.0,United States,S19S,PNNL_River_Sampling,230.1,ushis1163,5.0,2.0,Shallow,1937.0,"3 km E of New Knoxville, Ohio",Moderate (100-500 km)
S19S_0068,44.207316,-122.258091,stream,Watershed 01 stream,-9999.0,United States,S19S,PNNL_River_Sampling,96.09,uw10306313,5.6,19.608,Shallow,1993.0,"4 km E of Scotts Mills, Oregon",Very Close (<100 km)
S19S_0069,39.362202,-123.735151,stream,North Fork Caspar Creek,2663987.0,United States,S19S,PNNL_River_Sampling,46.57,iscgem906999,5.92,15.0,Shallow,1931.0,"9 km S of Leggett, California",Very Close (<100 km)
S19S_0070,39.339914,-123.752414,stream,South Fork Caspar Creek,2665551.0,United States,S19S,PNNL_River_Sampling,49.07,iscgem906999,5.92,15.0,Shallow,1931.0,"9 km S of Leggett, California",Very Close (<100 km)
S19S_0071,40.012917,-105.458575,stream,Gordon Creek,2889384.0,United States,S19S,PNNL_River_Sampling,51.82,ushis2979,5.2,5.0,Shallow,1967.0,"4 km NE of Derby, Colorado",Very Close (<100 km)
S19S_0072,42.5235645,-71.1848201,stream,Sawmill Brook,5862611.0,United States,S19S,PNNL_River_Sampling,150.69,ushis1343,5.26,10.0,Shallow,1940.0,"8 km W of Tamworth, New Hampshire",Moderate (100-500 km)
S19S_0073,42.7688065,-70.9164986,stream,Cart Creek,5860599.0,United States,S19S,PNNL_River_Sampling,128.04,ushis1343,5.26,10.0,Shallow,1940.0,"8 km W of Tamworth, New Hampshire",Moderate (100-500 km)
S19S_0074,46.376172,-119.272998,stream,Columbia,24415028.0,United States,S19S,PNNL_River_Sampling,75.44,iscgem903747,5.99,10.0,Shallow,1936.0,"3 km SW of Garrett, Washington",Very Close (<100 km)
S19S_0075,46.694742,-119.465555,stream,Columbia,947020558.0,United States,S19S,PNNL_River_Sampling,108.5,iscgem903747,5.99,10.0,Shallow,1936.0,"3 km SW of Garrett, Washington",Moderate (100-500 km)
S19S_0076,46.679191,-119.462605,stream,Columbia,947020557.0,United States,S19S,PNNL_River_Sampling,107.18,iscgem903747,5.99,10.0,Shallow,1936.0,"3 km SW of Garrett, Washington",Moderate (100-500 km)
S19S_0077,40.66403,-105.223141,stream,Cache La Poudre,2900705.0,United States,S19S,PNNL_River_Sampling,91.94,iscgem832092,5.47,10.0,Shallow,1967.0,"7 km SE of Lochbuie, Colorado",Very Close (<100 km)
S19S_0078,43.43138889,-123.5855556,stream,Little Wolf Creek,24526862.0,United States,S19S,PNNL_River_Sampling,125.92,iscgem910527,5.96,15.0,Shallow,1925.0,"48 km WNW of Langlois, Oregon",Moderate (100-500 km)
S19S_0079,43.6369,-123.5721,stream,Umpqua,24526798.0,United States,S19S,PNNL_River_Sampling,136.85,iscgem910527,5.96,15.0,Shallow,1925.0,"48 km WNW of Langlois, Oregon",Moderate (100-500 km)
S19S_0080,34.950811,-106.681374,stream,Rio Grande,17808622.0,United States,S19S,PNNL_River_Sampling,180.25,usp0000e9z,5.0,25.0,Shallow,1976.0,"25 km NW of Crownpoint, New Mexico",Moderate (100-500 km)
S19S_0081,38.960004,-76.9261495,stream,Northeast Branch of Anacostia,22337975.0,United States,S19S,PNNL_River_Sampling,146.22,se609212,5.8,6.0,Shallow,2011.0,"11 km SSW of Mineral, Virginia",Moderate (100-500 km)
S19S_0082,38.8748619,-76.5465418,stream,Muddy Creek,8380297.0,United States,S19S,PNNL_River_Sampling,161.83,se609212,5.8,6.0,Shallow,2011.0,"11 km SSW of Mineral, Virginia",Moderate (100-500 km)
S19S_0083,40.31083,-88.3227,stream,Sangamon,13571661.0,United States,S19S,PNNL_River_Sampling,180.85,nm603116,5.2,4.6,Shallow,1987.0,"2 km ESE of Claremont, Illinois",Moderate (100-500 km)
S19S_0084,43.954722,-71.722778,stream,Watershed 3 stream,-9999.0,United States,S19S,PNNL_River_Sampling,29.72,ushis1343,5.26,10.0,Shallow,1940.0,"8 km W of Tamworth, New Hampshire",Very Close (<100 km)
S19S_0085,43.6479639,-115.9902503,stream,Mores Creek,23382303.0,United States,S19S,PNNL_River_Sampling,114.5,us70008jr5,6.5,12.06,Shallow,2020.0,"Stanley, Idaho",Moderate (100-500 km)
S19S_0086,40.7797,-111.8064,stream,Red Butte Creek,10389356.0,United States,S19S,PNNL_River_Sampling,23.12,uu60363602,5.7,11.9,Shallow,2020.0,"5 km NNE of Magna, Utah",Very Close (<100 km)
S19S_0087,43.1233451,-116.7743431,stream,Dobson Creek,23302298.0,United States,S19S,PNNL_River_Sampling,199.81,us70008jr5,6.5,12.06,Shallow,2020.0,"Stanley, Idaho",Moderate (100-500 km)
S19S_0089,37.21008,-80.44539,stream,Stroubles Creek,6883680.0,United States,S19S,PNNL_River_Sampling,99.74,se60324281,5.1,4.14,Shallow,2020.0,"4 km SE of Sparta, North Carolina",Very Close (<100 km)
S19S_0090,37.291383,-75.930606,stream,Cobb Mill Creek,12058092.0,United States,S19S,PNNL_River_Sampling,189.6,se609212,5.8,6.0,Shallow,2011.0,"11 km SSW of Mineral, Virginia",Moderate (100-500 km)
S19S_0091,60.520868,-144.837472,stream,Copper River,-9999.0,United States,S19S,PNNL_River_Sampling,29.61,iscgem869891,5.35,15.0,Shallow,1964.0,"75 km E of Cordova, Alaska",Very Close (<100 km)
S19S_0092,52.419447,-1.704013,stream,Blythe,-9999.0,United Kingdom,S19S,PNNL_River_Sampling,175.8,usp00025ue,5.0,12.9,Shallow,1984.0,"5 km SSE of Criccieth, United Kingdom",Moderate (100-500 km)
S19S_0093,52.800556,-2.304833,stream,Wood Brook,-9999.0,United Kingdom,S19S,PNNL_River_Sampling,127.45,usp00025ue,5.0,12.9,Shallow,1984.0,"5 km SSE of Criccieth, United Kingdom",Moderate (100-500 km)
S19S_0094,18.2754452,-65.7852826,stream,Icacos,-9999.0,United States,S19S,PNNL_River_Sampling,36.97,usp000hrud,5.1,102.9,Intermediate,2010.0,"3 km W of Aguas Buenas, Puerto Rico",Very Close (<100 km)
S19S_0096,45.2473368,7.805425,stream,Orco,-9999.0,Italy,S19S,PNNL_River_Sampling,36.56,iscgem914015,5.5,15.0,Shallow,1914.0,"0 km E of Avigliana, Italy",Very Close (<100 km)
S19S_0097,41.720847,-111.8865,stream,Logan,664488.0,United States,S19S,PNNL_River_Sampling,20.55,iscgem863670,5.02,10.0,Shallow,1964.0,"2 km S of Richmond, Utah",Very Close (<100 km)
S19S_0098,41.950204,-111.580533,stream,Logan,664126.0,United States,S19S,PNNL_River_Sampling,7.47,iscgem875249,5.83,15.0,Shallow,1962.0,"8 km W of Garden City, Utah",Very Close (<100 km)
S19S_0099,39.2385932,-84.7119066,stream,Great Miami,3886082.0,United States,S19S,PNNL_River_Sampling,134.03,se601214,5.0,10.0,Shallow,1980.0,"2 km SW of Sharpsburg, Kentucky",Moderate (100-500 km)
S19S_0100,38.92352,-106.950961,stream,East River,1332754.0,United States,S19S,PNNL_River_Sampling,89.37,ushis2466,5.5,49.0,Shallow,1960.0,"15 km E of Colona, Colorado",Very Close (<100 km)
S20R,47.19028,-121.01556,stream,Cle Elum River,24125811.0,United States,SPS,PNNL_River_Sampling,79.34,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S21,47.17725,-121.02867,stream,Yakima River,24126059.0,United States,Unknown,PNNL_River_Sampling,77.63,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S21R,47.185797,-121.043826,stream,Yakima River,24126061.0,United States,SPS,PNNL_River_Sampling,78.12,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S22RR,47.1683,-120.8346,stream,Teanaway River,947030171.0,United States,SSS,PNNL_River_Sampling,83.19,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S23,47.185944,-120.918817,stream,Yakima River,24125789.0,United States,SPS,PNNL_River_Sampling,81.86,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S24,47.3543,-121.1082,stream,Cle Elum River,24125859.0,United States,SSS,PNNL_River_Sampling,73.23,uw10389973,5.4,3.825,Shallow,1996.0,"8 km NNE of Lake Marcel-Stillwater, Washington",Very Close (<100 km)
S24R,47.354254,-121.108406,stream,Cle Elum River,24125859.0,United States,SPS,PNNL_River_Sampling,73.22,uw10389973,5.4,3.825,Shallow,1996.0,"8 km NNE of Lake Marcel-Stillwater, Washington",Very Close (<100 km)
S25,47.262537,-120.897057,stream,Middle Fork Teanaway River,24125699.0,United States,SPS,PNNL_River_Sampling,90.25,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S26R,47.168488,-120.834427,stream,Teanaway River,947030170.0,United States,SPS,PNNL_River_Sampling,83.22,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S27R,47.260155,-121.176851,stream,Silver Creek,24126823.0,United States,SPS,PNNL_River_Sampling,76.53,uw10389973,5.4,3.825,Shallow,1996.0,"8 km NNE of Lake Marcel-Stillwater, Washington",Very Close (<100 km)
S28R,47.124215,-120.73804,stream,Swauk Creek,24131037.0,United States,SPS,PNNL_River_Sampling,83.22,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S28RE,47.123516,-120.73817,stream,Yakima River,24125567.0,United States,SPS,PNNL_River_Sampling,83.15,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S29,47.0822,-120.7334,stream,Taneum Creek,24126251.0,United States,SSS,PNNL_River_Sampling,79.76,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S29R,47.082159,-120.733369,stream,Taneum Creek,24126251.0,United States,SPS,PNNL_River_Sampling,79.76,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S30R,46.09521496,-120.5482254,stream,Satus Creek,23100398.0,United States,SPS,PNNL_River_Sampling,80.67,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S31,46.205978,-120.480969,stream,Logy Creek,23100338.0,United States,SPS,PNNL_River_Sampling,78.54,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S32,46.23559571,-120.4191547,stream,Satus Creek,23100328.0,United States,SPS,PNNL_River_Sampling,81.42,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S33,46.26534,-120.11103,stream,Yakima River,23099694.0,United States,Unknown,PNNL_River_Sampling,102.55,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Moderate (100-500 km)
S34,46.26426,-120.11472,stream,Satus Creek,23100242.0,United States,Unknown,PNNL_River_Sampling,102.31,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Moderate (100-500 km)
S34R,46.2752,-120.1377,stream,Satus Creek,23100242.0,United States,SSS,PNNL_River_Sampling,100.27,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Moderate (100-500 km)
S36,46.314573,-120.199171,stream,Toppenish Creek,23100020.0,United States,SPS,PNNL_River_Sampling,94.54,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S37,46.028244,-120.611858,stream,Satus Creek,23100428.0,United States,SPS,PNNL_River_Sampling,81.66,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S38,46.029003,-120.636526,stream,Unnamed Tributary,23105314.0,United States,SPS,PNNL_River_Sampling,80.22,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S39,46.016704,-120.649701,stream,Satus Creek,23100434.0,United States,SPS,PNNL_River_Sampling,80.45,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S40,46.03855,-120.5894,stream,Kusshi Creek,23100408.0,United States,Unknown,PNNL_River_Sampling,82.18,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S41R,46.3111,-120.7891,stream,Toppenish Creek,23100180.0,United States,SSS,PNNL_River_Sampling,52.13,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S42,46.2902,-120.8717,stream,Unnamed Tributary,23103496.0,United States,SSS,PNNL_River_Sampling,47.82,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S43,46.3656,-120.6704,stream,Toppenish Creek,23100162.0,United States,SSS,PNNL_River_Sampling,58.22,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S45,46.6168,-121.1511,stream,South Fork Tieton River,24423421.0,United States,SSS,PNNL_River_Sampling,21.17,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S47,46.61823,-121.31549,stream,North Fork Tieton River,24423359.0,United States,Unknown,PNNL_River_Sampling,11.95,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S47R,46.62141,-121.30271,stream,North Fork Tieton River,24423357.0,United States,SSS,PNNL_River_Sampling,12.76,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
S48,46.64743,-121.25489,stream,Indian Creek,24423325.0,United States,Unknown,PNNL_River_Sampling,17.24,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
