site_id,latitude,longitude,description,feature_name,comid,country,origin_study_code,data_source,nearest_eq_distance_km,nearest_eq_id,nearest_eq_magnitude,nearest_eq_depth_km,nearest_eq_depth_category,nearest_eq_year,nearest_eq_place,proximity_category
YDE21_045,77.84,17.07,stream,Metabolites River Transect Sample 8 (supraglacial stream),-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_046,77.84,17.07,stream,Metabolites River Transect Sample 9 (main subglacial river),-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_047,77.85,17.11,cryoconite,VLR Cryoconite 2,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.15,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_048,77.85,17.11,cryoconite,VLR Cryoconite 3,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.15,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_049,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_050,77.83,17.06,groundwater spring,"Neighboring Pool to VLR Groundwater Station (GW3, vent #6)",-9999.0,Norway,YDE21,PNNL_River_Sampling,20.74,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_051,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_052,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_053,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_054,78.15,16.11,stream,Foxfonna Melt River,-9999.0,Norway,YDE21,PNNL_River_Sampling,57.79,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE22_055,77.77425,17.02998,stream,Scheelebreen West Melt River,-9999.0,Norway,YDE22,PNNL_River_Sampling,21.22,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE22_056,77.76979,17.10647,stream,Scheelebreen East Melt River,-9999.0,Norway,YDE22,PNNL_River_Sampling,19.5,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE22_057,77.74734,17.14457,stream,Peisbreen Melt River,-9999.0,Norway,YDE22,PNNL_River_Sampling,19.15,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE22_058,77.78107,16.90922,stream,Lunabreen Melt River,-9999.0,Norway,YDE22,PNNL_River_Sampling,23.98,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE22_059,77.83103,17.1226,stream,Lognbreen Melt River,-9999.0,Norway,YDE22,PNNL_River_Sampling,19.33,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE22_060,77.81152,17.2076,stream,Mettebreen Melt River,-9999.0,Norway,YDE22,PNNL_River_Sampling,17.01,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE22_061,77.76906,16.81508,stream,Høgbreen Melt River,-9999.0,Norway,YDE22,PNNL_River_Sampling,26.31,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE22_062,77.78743,16.74347,stream,Elektrobreen Melt River,-9999.0,Norway,YDE22,PNNL_River_Sampling,27.84,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE22_063,77.79423,16.67507,stream,Bessemerbreen Melt River,-9999.0,Norway,YDE22,PNNL_River_Sampling,29.43,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE22_064,77.72347,16.51106,stream,Svalbreen Melt River,-9999.0,Norway,YDE22,PNNL_River_Sampling,34.29,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE22_065,77.86026,16.91277,stream,Stabarpbreen Melt River,-9999.0,Norway,YDE22,PNNL_River_Sampling,24.9,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YEP1,46.372907,-119.272176,stream,Columbia River,24415028.0,United States,YEP,PNNL_River_Sampling,75.21,iscgem903747,5.99,10.0,Shallow,1936.0,"3 km SW of Garrett, Washington",Very Close (<100 km)
YEP2,46.3729,-119.272098,stream,Columbia River,24415028.0,United States,YEP,PNNL_River_Sampling,75.2,iscgem903747,5.99,10.0,Shallow,1936.0,"3 km SW of Garrett, Washington",Very Close (<100 km)
